Air Pressure (Hecta pascals),Air temp (deg celcius),Humidity (%),maximum Wind speed (km/h),water pressure (decibar),water temp (deg celcius)
1010.2,27.5,80.6,37.08,5.855,29.0152
1010,27.6,79.5,38.16,5.908,29.0182
1009.8,27.5,78.4,38.16,5.944,29.018
1009.6,27.7,79.8,36,5.99,29.0186
1009.5,27.6,77.8,37.8,6.048,29.0229
1009.3,27.8,79.4,38.16,6.096,29.0283
1009.2,27.7,77.9,35.28,6.173,29.0312
1009.1,27.7,78,33.48,6.25,29.0359
1008.9,27.7,76.6,30.96,6.273,29.0388
1008.8,27.8,76.5,31.68,6.333,29.0427
1008.8,27.8,76.4,31.68,6.375,29.0488
1008.8,27.8,76.2,36,6.439,29.05
1008.8,27.7,77.5,36,6.483,29.0559
1008.8,27.7,77.6,33.12,6.533,29.0533
1008.8,27.7,75.9,33.48,6.566,29.0544
1008.9,27.8,76.2,33.84,6.622,29.0411
1008.8,27.8,75.2,34.92,6.666,29.0063
1008.8,27.6,74.2,36,6.713,28.9962
1008.8,27.7,76.7,37.08,6.727,28.9829
1008.9,27.6,77.5,37.08,6.795,28.9868
1008.9,27.6,78.5,37.08,6.803,28.9662
1009,27.5,78.2,37.8,6.868,28.9687
1009.2,27.5,78.6,37.44,6.886,28.973
1009.2,27.4,77.7,40.32,6.89,28.9442
1009.3,27.4,77.5,43.2,6.93,28.8886
1009.5,27.4,78.5,36.72,6.946,28.8824
1009.5,27.3,78.5,40.32,6.963,28.861
1009.6,27.4,78.7,39.96,6.996,28.8793
1009.6,27.4,77.7,38.16,7.025,28.8668
1009.5,27.3,76.2,38.88,7.028,28.8652
1009.6,27.3,78,41.4,7.096,28.8687
1009.6,27.3,78.5,36.36,7.075,28.8669
1009.7,27.3,78.9,36,7.105,28.8759
1009.8,27.3,78.4,36.72,7.139,28.8849
1009.9,27.3,77.7,38.88,7.147,28.8959
1010.2,27.3,79.4,37.8,7.185,28.9087
1010.4,27.3,78.6,40.32,7.181,28.9441
1010.5,27.3,79.2,39.24,7.187,28.9714
1010.7,27.3,78.3,39.6,7.191,28.9778
1010.7,27.3,79.4,40.68,7.235,28.9933
1010.6,27.3,80.4,38.16,7.264,29.0155
1010.7,27.2,80.6,37.8,7.25,29.0353
1010.6,27.2,80,39.96,7.268,29.0702
1010.7,27.2,80.9,39.24,7.298,29.0851
1010.8,27.2,80.5,42.48,7.301,29.105
1010.8,27.3,79.3,41.4,7.315,29.124
1010.8,27.3,80,45,7.351,29.1331
1010.8,27.3,81.2,38.52,7.357,29.1378
1010.9,27.3,81.7,37.08,7.344,29.1391
1010.9,27.2,79.1,42.84,7.352,29.1448
1011,27.3,80.5,38.88,7.346,29.1416
1011,27.3,81,37.08,7.351,29.1451
1011.1,27.4,81.6,38.88,7.362,29.1505
1011,27.3,81.1,40.32,7.367,29.1488
1010.9,27.2,80.3,36,7.356,29.1533
1011,27.2,79.5,44.28,7.326,29.1585
1011,27.2,80.4,40.32,7.329,29.1577
1011,27.3,81.3,35.28,7.304,29.1639
1010.9,27.3,81.3,37.08,7.28,29.1639
1010.7,27.2,81.7,37.08,7.293,29.1647
1010.7,27.2,81.5,37.8,7.263,29.1692
1010.6,27.2,81.9,35.64,7.235,29.1812
1010.3,27.2,81.2,36.36,7.211,29.1976
1010.3,27.3,81.9,36.72,7.172,29.2096
1010.3,27.3,81.8,38.88,7.154,29.2269
1010.2,27.3,81,35.64,7.116,29.2414
1010,27.2,80.4,34.56,7.056,29.2587
1010,27.2,80.8,33.12,7.014,29.2703
1010,27.3,80.6,33.84,6.99,29.276
1009.9,27.3,81.1,34.2,6.95,29.2766
1009.9,27.2,81.8,33.84,6.905,29.2773
1009.9,27.3,81.4,33.48,6.861,29.2906
1009.7,27.3,81.5,32.76,6.813,29.2678
1009.7,27.3,81.2,34.56,6.767,29.1868
1009.7,27.2,80.7,32.4,6.724,29.1432
1009.8,27.3,80.7,30.6,6.669,29.1295
1009.8,27.3,81.5,30.24,6.627,29.139
1009.7,27.3,80.7,33.84,6.583,29.1485
1009.6,27.2,81.3,32.4,6.516,29.1577
1009.5,27.3,82.1,32.4,6.478,29.1607
1009.3,27.2,81.5,33.84,6.427,29.1708
1009.2,27.2,81.9,33.12,6.386,29.1729
1009.2,27.2,81.4,31.68,6.324,29.1748
1009,27.2,81.4,30.96,6.276,29.1718
1009,27.2,82.2,31.68,6.228,29.1771
1009,27.2,83,30.96,6.182,29.1808
1008.9,27.1,82.6,29.16,6.138,29.187
1008.8,27.1,83.2,35.28,6.095,29.1926
1008.8,27.2,82.6,31.68,6.044,29.2017
1008.7,27.1,83,35.64,5.994,29.2078
1008.7,27.2,82.9,30.96,5.966,29.2165
1008.7,27.2,82.5,31.32,5.918,29.2235
1008.7,27.2,82.6,32.4,5.867,29.2307
1008.8,27.2,82.7,33.84,5.843,29.2313
1008.8,27.2,82.7,29.52,5.784,29.2333
1008.9,27.2,82.7,34.2,5.762,29.2477
1008.9,27.2,83.4,33.84,5.734,29.2578
1008.8,27.2,82.3,35.64,5.711,29.2616
1009,27.1,83.1,38.88,5.684,29.2566
1009.1,27.1,82.6,38.16,5.667,29.2508
1009.1,27.3,82.6,36.36,5.634,29.2499
1009.2,27.3,82.8,36.36,5.599,29.2512
1009.3,27.2,82.8,37.08,5.617,29.2558
1009.4,27.2,82.8,41.4,5.579,29.2512
1009.5,27.3,83.8,35.28,5.549,29.2516
1009.5,27.1,83.4,32.76,5.543,29.2625
1009.8,27.2,83.7,34.56,5.507,29.2639
1009.9,27.2,82.6,34.92,5.505,29.2657
1010,27.2,82.6,32.4,5.492,29.2671
1010.1,27.2,82.7,33.84,5.464,29.272
1010.3,27.3,83.3,33.12,5.442,29.2772
1010.4,27.3,83,30.96,5.419,29.2819
1010.4,27.2,81.6,31.68,5.406,29.2888
1010.6,27.4,81.5,31.68,5.387,29.2837
1010.6,27.4,81.9,37.8,5.359,29.2814
1010.8,27.5,82,33.84,5.336,29.2807
1010.8,27.5,80.3,37.8,5.313,29.2832
1010.9,27.5,80.2,37.44,5.281,29.2854
1011,27.6,79,37.8,5.258,29.2948
1011.1,27.7,79.9,36,5.241,29.316
1011.1,27.6,79.4,36.72,5.219,29.3269
1011.2,27.7,79.3,41.4,5.208,29.3308
1011.1,27.7,79.6,38.52,5.181,29.3319
1011.1,27.7,79.8,38.88,5.161,29.3341
1011.2,27.7,80,40.32,5.143,29.3297
1011.1,27.7,79.9,38.88,5.12,29.325
1011,27.7,78.7,43.56,5.103,29.3258
1010.9,27.6,79.8,42.12,5.098,29.3256
1010.9,27.5,80.6,38.16,5.08,29.3275
1010.9,27.6,80.9,40.32,5.059,29.325
1010.8,27.6,79.4,45,5.047,29.3256
1010.7,27.6,79.1,44.28,5.041,29.3231
1010.7,27.6,79.3,43.2,5.028,29.2939
1010.6,27.6,79.8,45.36,5.04,29.2471
1010.6,27.7,80.3,42.12,5.009,29.2235
1010.6,27.7,80.5,39.24,5.008,29.2453
1010.2,27.6,79.8,41.4,5.031,29.2417
1010.1,27.6,80,42.48,5.039,29.1789
1009.9,27.5,80.2,41.04,5.017,29.1209
1009.8,27.6,81.4,36,5.048,29.1026
1009.8,27.6,81.2,39.6,5.038,29.1473
1009.6,27.6,81.9,37.8,5.07,29.1651
1009.5,27.6,80.7,37.44,5.09,29.2004
1009.2,27.6,77.3,43.92,5.11,29.1946
1009.2,27.7,79.6,41.04,5.148,29.2025
1009,27.7,80.3,41.76,5.176,29.2154
1008.9,27.7,81.1,39.6,5.211,29.2245
1008.7,27.6,79.9,40.68,5.272,29.2232
1008.5,27.7,79.6,39.96,5.31,29.233
1008.4,27.7,78.4,42.48,5.36,29.228
1008.3,27.9,79.3,42.12,5.414,29.2247
1008.2,27.9,79.4,39.24,5.457,29.219
1008.2,27.8,79.4,38.52,5.516,29.2093
1008.1,27.8,78.7,38.16,5.577,29.15
1008,27.8,78.5,40.68,5.636,29.0571
1007.9,27.9,80,39.6,5.69,28.9888
1007.9,27.8,80,40.68,5.738,28.8436
1008,27.9,81.5,37.8,5.787,28.723
1008,27.9,78.9,38.16,5.822,28.5724
1008,28,79.6,37.08,5.886,28.6128
1008.1,28,78.2,41.76,5.929,28.7279
1008.1,27.9,78.9,41.4,5.982,28.8853
1008.2,27.9,79.3,36,6.023,28.9583
1008.3,27.8,79.6,39.24,6.07,29.0626
1008.4,27.9,79,41.04,6.092,29.1748
1008.4,27.9,78.2,41.04,6.154,29.1784
1008.7,27.7,78.7,41.76,6.17,29.1939
1008.9,27.7,78.6,39.24,6.205,29.1885
1009,27.7,80.2,35.28,6.228,29.1209
1009,27.6,80.8,40.68,6.288,28.7816
1009.2,27.6,80.4,37.8,6.301,28.2545
1009.3,27.5,80.5,39.24,6.353,28.4914
1009.3,27.5,80.9,37.8,6.36,28.6092
1009.4,27.4,81.5,36.72,6.412,28.7246
1009.5,27.5,81,37.8,6.437,28.7124
1009.6,27.5,81.9,35.28,6.472,28.7379
1009.6,27.4,80.5,38.52,6.504,28.8893
1009.8,27.5,81.3,36.72,6.513,28.9673
1009.9,27.5,80.4,39.24,6.55,28.9542
1010.1,27.5,81.7,36,6.56,28.9539
1010.3,27.6,82.3,33.84,6.6,28.961
1010.3,27.4,80.9,43.2,6.647,28.9247
1010.6,27.4,80.9,41.04,6.658,28.926
1010.8,27.4,81.4,39.6,6.682,28.9705
1010.8,27.4,80.8,39.24,6.726,28.9757
1011.1,27.4,81.1,39.24,6.752,29.0148
1011.1,27.4,81.2,39.6,6.792,29.0313
1011.3,27.5,83.1,36.72,6.829,29.0288
1011.2,27.3,80.5,41.4,6.844,29.0341
1011.2,27.4,81.3,39.24,6.864,29.0407
1011.3,27.4,81,42.12,6.884,29.0821
1011.3,27.3,81.6,39.96,6.89,29.1049
1011.3,27.2,81.6,36.72,6.94,29.1451
1011.5,27.2,82.1,36,6.96,29.1457
1011.5,27.3,82.5,37.44,6.963,29.1664
1011.5,27.3,81.9,38.52,6.991,29.1704
1011.6,27.3,82.1,38.88,6.988,29.1691
1011.5,27.2,80.7,41.4,7.032,29.1732
1011.6,27.2,81,38.52,7.021,29.1708
1011.6,27.2,81.5,38.16,7.004,29.1726
1011.7,27.3,80.8,37.08,7.026,29.1713
1011.7,27.2,81,33.12,7.016,29.168
1011.7,27.2,82.8,36.72,7.027,29.1564
1011.6,26.9,80.8,46.08,7.023,29.1453
1011.6,27.1,80.3,45,6.989,29.1393
1011.4,27,81,43.56,7.004,29.1355
1011.3,26.7,82,41.4,6.999,29.1334
1011.3,26.6,83.7,37.8,6.973,29.1339
1011.1,26.5,82.3,38.52,6.958,29.134
1011,26.6,82.7,40.68,6.908,29.1307
1010.9,26.6,83.6,38.16,6.912,29.121
1010.9,26.6,82.9,36.72,6.871,29.111
1010.9,26.7,82.2,37.44,6.855,29.0977
1010.9,26.7,82.3,36,6.808,29.0939
1010.8,26.7,81.3,38.16,6.777,29.0882
1010.7,26.7,81,38.52,6.764,29.0882
1010.7,26.8,80.8,36.36,6.722,29.0862
1010.5,26.7,80.7,35.28,6.658,29.0823
1010.3,26.8,82.3,35.64,6.614,29.0759
1010.2,26.8,82.4,36,6.604,29.0671
1010.1,26.9,81,38.88,6.562,29.0667
1010.1,27,81,45,6.52,29.0663
1010.2,27,80.9,38.52,6.463,29.0625
1010.1,27.1,80.1,40.32,6.435,29.054
1010,27.1,80.8,39.6,6.39,29.0495
1009.9,27.1,80.6,42.12,6.34,29.0416
1009.9,27.1,81.2,39.96,6.307,29.0433
1009.9,27.1,82.3,37.44,6.253,29.0504
1009.8,27,81.9,38.52,6.216,29.0478
1009.9,27,82.2,38.88,6.174,29.0475
1009.8,26.9,83.3,37.8,6.124,29.0492
1009.7,26.8,81.7,37.8,6.096,29.0473
1009.6,26.8,80.9,38.88,6.044,29.061
1009.9,26.8,80.5,38.16,6.015,29.0693
1009.8,27,80.5,38.88,5.968,29.0706
1010,26.9,81.1,37.8,5.941,29.0695
1010.1,26.9,79.9,38.52,5.914,29.0599
1009.9,27,79.3,37.8,5.887,29.0623
1009.8,26.9,78.7,38.52,5.85,29.0591
1009.8,26.9,79.6,36.72,5.812,29.0577
1009.7,26.9,79.2,39.6,5.788,29.0572
1009.8,26.9,79.8,41.76,5.789,29.0526
1009.8,26.9,79.5,36,5.758,29.0462
1009.9,26.9,79.1,38.16,5.732,29.0395
1010,27,79.4,39.6,5.706,29.0386
1010.2,27,81.4,36.72,5.701,29.0373
1010.3,27,80.9,41.4,5.698,29.0369
1010.5,27.1,81,36.36,5.698,29.0374
1010.6,27.1,80.4,41.04,5.683,29.0398
1010.6,27.1,81,41.4,5.672,29.0392
1010.7,26.6,81.1,46.8,5.67,29.0407
1010.7,26.5,80.4,45,5.656,29.0424
1010.9,26.8,79.8,41.4,5.656,29.0398
1010.9,27,79.9,43.92,5.636,29.0334
1011,27.1,81.6,41.4,5.636,29.0277
1011.2,27.1,81.2,42.84,5.63,29.0257
1011.3,27.1,82.2,41.04,5.623,29.0213
1011.5,27.1,81.7,39.96,5.609,29.0205
1011.8,27.2,82,39.6,5.605,29.0193
1011.8,27.2,81.9,40.32,5.584,29.0163
1012,27.3,82.1,39.24,5.572,29.0179
1012.2,27.4,80.6,46.08,5.575,29.0222
1012.2,27.5,79,46.44,5.552,29.0304
1012.1,27.6,80.1,42.12,5.53,29.0318
1012.2,27.5,80.3,41.4,5.519,29.0251
1012.3,27.5,80.4,41.04,5.505,29.0243
1012.3,27.5,79.9,47.52,5.472,29.0265
1012.3,27.5,79.4,48.24,5.469,29.0331
1012.3,27.6,80,43.56,5.453,29.0414
1012.3,27.6,79.2,48.96,5.437,29.0491
1012.3,27.6,78.9,43.2,5.427,29.052
1012.3,27.6,81.4,42.84,5.412,29.053
1012.3,27.5,80.6,42.84,5.421,29.0526
1012.3,27.5,80.6,44.64,5.413,29.0544
1012.3,27.5,80.5,45.72,5.399,29.0544
1012.3,27.5,81.7,41.76,5.388,29.0532
1012.1,27.5,80.3,40.68,5.388,29.0473
1011.9,27.5,80.4,44.64,5.393,29.0441
1011.7,27.6,81,41.4,5.398,29.0357
1011.5,27.6,81.5,41.4,5.412,29.0293
1011.3,27.5,81.7,39.96,5.431,29.0263
1011.1,27.5,80.7,47.16,5.448,29.0257
1010.9,27.5,78.6,47.88,5.451,29.0258
1010.7,27.6,80.3,42.84,5.484,29.0257
1010.7,27.4,79.2,44.28,5.514,29.0248
1010.7,27.5,79.9,41.4,5.525,29.0209
1010.8,27.5,80,41.4,5.556,29.0194
1010.9,27.4,79.2,43.92,5.598,29.0197
1010.8,27.5,78.3,42.12,5.613,29.0161
1010.7,27.6,79.3,41.4,5.646,29.0145
1010.7,27.5,80.2,40.32,5.702,29.01
1010.6,27.5,80.2,40.32,5.753,29.0044
1010.5,27.5,79.2,42.84,5.81,29.0038
1010.4,27.8,80.2,38.52,5.862,29.0042
1010.2,27.6,78.6,38.52,5.902,29.0052
1010,27.7,78.6,36.36,5.95,29.0039
1009.9,27.8,79.1,40.32,6.019,29.0032
1009.7,27.8,79.9,39.6,6.075,29.0017
1009.8,27.7,80.3,35.64,6.096,28.9993
1009.7,27.7,80.6,37.8,6.155,29.0014
1009.8,27.7,79.1,39.24,6.21,29.0035
1009.7,27.7,79.1,38.52,6.256,29.0009
1009.8,27.8,81.3,37.44,6.327,28.9994
1009.8,27.7,80,40.32,6.354,29.0007
1009.7,27.7,80,42.84,6.449,28.9988
1009.8,27.6,79.7,38.16,6.499,28.9991
1010.4,27.6,80.4,36,6.533,28.9996
1010.6,27.5,80,35.64,6.561,28.9983
1010.7,27.6,80.4,36,6.606,28.9789
1010.6,27.6,80.1,32.4,6.655,28.9399
1010.5,27.5,79.9,32.4,6.683,28.914
1010.5,27.5,79.8,31.32,6.737,28.8684
1010.5,27.4,79.8,31.32,6.755,28.8168
1010.2,27.4,80.3,35.28,6.781,28.7775
1010.2,27.4,80.1,34.56,6.814,28.716
1010.1,27.3,80.3,36.36,6.839,28.7852
1010.1,27.2,80.8,38.88,6.87,28.8423
1010.2,27.2,78.2,37.08,6.907,28.8521
1010.4,27.2,78.4,39.6,6.917,28.8746
1010.7,27,80.5,38.88,6.942,28.8954
1010.8,26.9,80.2,38.88,6.971,28.9211
1011,26.9,81.5,36.36,6.97,28.931
1011.1,26.9,81.7,37.8,6.983,28.9383
1011.1,26.9,80.8,41.04,7.001,28.9437
1011.2,27,81.6,39.96,7.064,28.9607
1011.5,27,82.6,42.48,7.066,28.978
1011.8,26.9,81.6,39.6,7.053,29.0036
1012.1,26.9,81.6,36.72,7.065,29.0248
1012.2,26.9,81.3,39.24,7.107,29.0369
1012.4,26.9,81.5,36.72,7.112,29.0489
1012.5,26.9,81.8,36.72,7.148,29.0594
1012.6,26.9,81.4,36.36,7.201,29.0673
1012.6,26.9,81.5,34.2,7.128,29.0676
1012.5,26.9,80.5,38.88,7.204,29.0846
1012.6,27,80.6,37.8,7.164,29.092
1012.6,27,81.5,36.36,7.192,29.1025
1012.7,27,80,39.24,7.251,29.1194
1012.8,27,80,35.64,7.214,29.1223
1012.8,26.9,80.2,35.28,7.227,29.1212
1012.8,27,80.2,34.2,7.235,29.1203
1012.7,27,80.5,42.48,7.246,29.1231
1012.7,27,80.3,37.8,7.286,29.1213
1012.5,27,78.5,41.76,7.264,29.1231
1012.4,27,79.8,41.4,7.255,29.1295
1012.3,27,80.1,36.36,7.263,29.1342
1012.3,27,79.9,43.92,7.266,29.1331
1012.1,27,80.2,41.04,7.267,29.1378
1012,27,80.1,43.92,7.236,29.1413
1011.8,27,78.7,42.48,7.217,29.149
1011.8,27,79.5,43.2,7.223,29.1548
1011.8,27,79.9,46.08,7.209,29.1591
1011.7,27,79.6,46.08,7.172,29.1653
1011.8,27,80.9,41.76,7.156,29.1688
1011.6,26.8,80.9,38.52,7.133,29.1781
1011.5,26.9,81.2,37.8,7.11,29.1745
1011.4,26.9,80.2,42.48,7.056,29.1734
1011.4,26.9,79.9,44.28,7.065,29.1888
1011.4,27,78.6,44.28,7.023,29.1998
1011.4,27,79.6,46.08,6.997,29.2178
1011.2,27,79.3,44.28,6.961,29.234
1011.1,27,80.9,38.88,6.905,29.2486
1011.1,27,81.1,46.08,6.873,29.2688
1011.1,26.9,80.3,44.28,6.818,29.2837
1011.1,26.7,81,42.12,6.765,29.2797
1011.1,26.8,81.2,38.16,6.732,29.2679
1011.1,26.9,79.3,43.92,6.676,29.2734
1011.1,26.9,80.4,42.48,6.633,29.2593
1011,26.9,79.2,42.48,6.569,29.2634
1011,26.9,80.3,41.04,6.538,29.2615
1011,26.8,80.7,39.24,6.486,29.2697
1010.9,26.9,79.1,37.8,6.431,29.2729
1010.9,26.9,79,38.16,6.378,29.2712
1011,27,79.2,38.88,6.326,29.2676
1010.9,26.8,78.4,34.56,6.262,29.2646
1010.9,26.5,78.9,45,6.218,29.2639
1011,26.5,79.9,41.4,6.171,29.2481
1010.9,26.4,82.1,42.12,6.111,29.2324
1010.8,26.2,82.7,41.76,6.077,29.2285
1011,26.1,83,44.28,6.024,29.2278
1011.1,26.1,82.9,40.32,5.974,29.2346
1011.1,25.8,87.1,36.36,5.935,29.238
1011,25.4,88.3,32.04,5.877,29.2513
1010.8,25.3,86.9,40.32,5.85,29.2551
1010.7,25.9,84.7,43.92,5.809,29.2659
1010.9,25.8,84.6,43.92,5.767,29.2627
1010.9,26.1,84.1,37.44,5.727,29.2565
1010.9,26.4,79.3,43.56,5.692,29.2572
1011.2,26.6,81.1,44.28,5.656,29.244
1011.3,26.3,80.9,45.72,5.638,29.2365
1011.4,26.5,79.7,52.92,5.608,29.2274
1011.4,26.6,79.3,49.32,5.573,29.2264
1011.4,26.6,79.3,45.36,5.542,29.2138
1011.4,26.5,79.2,47.16,5.534,29.2138
1011.7,26.7,80.2,46.8,5.512,29.2151
1011.9,26.6,78.4,43.2,5.493,29.2181
1012,26.6,78.7,43.2,5.473,29.2151
1012.1,26.7,79.5,41.76,5.46,29.2099
1012.1,26.7,79.6,42.48,5.453,29.2168
1012.4,26.9,78.9,43.2,5.443,29.2191
1012.5,26.9,80.1,45.72,5.425,29.2203
1012.3,27,79.6,47.52,5.416,29.2219
1012.2,27,79.3,44.28,5.412,29.2245
1012.2,26.3,77.6,56.16,5.405,29.2288
1012.3,26.8,81.3,47.52,5.389,29.2308
1012.4,26.6,81.8,40.68,5.376,29.233
1012.2,26.9,79,44.28,5.348,29.2317
1012.2,26.8,77.6,48.6,5.343,29.2333
1012.2,27,79.4,46.8,5.314,29.2351
1012.3,26.9,77.3,48.6,5.306,29.2368
1012.3,27.1,76.2,49.68,5.288,29.2399
1012.5,27.3,76.8,48.96,5.256,29.2429
1012.4,27.3,76,45.36,5.241,29.246
1012.5,27.4,77.3,45.72,5.23,29.2471
1012.5,27.3,77.9,41.76,5.206,29.25
1012.4,27.2,76.9,41.4,5.199,29.2562
1012.4,27.3,75.3,42.48,5.172,29.2665
1012.3,27.3,76.2,42.84,5.153,29.2712
1012.2,27.2,76.5,43.92,5.128,29.2716
1012.1,27.2,77.8,42.48,5.138,29.2735
1012,27.2,78.3,41.4,5.114,29.2732
1011.8,27.2,77,45.36,5.109,29.2732
1011.5,27.3,75.3,47.16,5.109,29.274
1011.5,27.2,73.6,48.6,5.093,29.2585
1011.4,27.3,76.4,46.08,5.08,29.2682
1011.1,27.3,74,50.76,5.057,29.2531
1011,27.4,75.6,47.16,5.053,29.2179
1010.9,27.4,75.6,44.64,5.07,29.1902
1010.8,27.3,74.8,48.96,5.071,29.1252
1010.6,27.4,76,44.64,5.073,29.1673
1010.5,27.4,75.2,43.92,5.057,29.0237
1010.4,27.4,75.8,43.2,5.086,28.9791
1010.3,27.3,75.7,41.04,5.106,28.9597
1010.1,27.2,74.6,45.72,5.109,29.01
1010,27.3,74,42.12,5.126,29.12
1009.9,27.3,74.9,41.4,5.14,29.1418
1009.8,27.4,75.4,43.56,5.181,29.171
1009.6,27.4,74.2,44.64,5.233,29.1521
1009.5,27.2,73.2,46.44,5.249,29.1466
1009.4,27.3,74.9,40.68,5.3,29.1508
1009.5,27.4,75.2,41.4,5.33,29.1479
1009.4,27.3,72.6,45,5.386,29.1234
1009.5,27.5,75.3,41.04,5.413,29.1002
1009.5,27.4,73.7,39.6,5.469,29.1264
1009.3,27.4,73.4,39.6,5.52,29.0741
1009.4,27.4,73.5,41.4,5.584,29.0562
1009.4,27.4,73.3,38.88,5.643,28.998
1009.4,27.4,74.9,42.12,5.688,28.9732
1009.4,27.4,76,40.68,5.765,28.938
1009.5,27.3,74.7,40.32,5.805,28.9703
1009.4,27.4,74.9,37.44,5.849,28.9794
1009.4,27.2,74.5,41.4,5.911,28.9669
1009.6,27.1,77.5,40.32,5.974,28.9396
1009.6,27,75.3,39.6,6.016,28.9181
1009.6,27.1,74.8,43.2,6.067,28.9209
1009.7,27.1,76.8,41.4,6.133,28.9251
1009.7,27,75,39.96,6.181,28.9268
1009.8,27,75.5,43.2,6.215,28.6107
1009.8,27,76.1,43.92,6.27,28.3299
1009.9,26.9,76.4,41.04,6.313,28.0022
1009.9,26.9,75.8,42.48,6.341,28.2639
1010.1,26.9,76.6,40.32,6.372,28.6656
1010.2,26.8,76.4,39.96,6.418,28.8127
1010.2,26.7,76.5,39.6,6.445,28.8606
1010.3,26.8,76.3,41.04,6.466,28.9164
1010.5,26.7,76.8,39.6,6.492,28.9693
1010.6,26.6,77.9,41.4,6.539,28.7464
1010.6,26.6,76.8,39.96,6.555,28.6583
1010.7,26.7,77.1,41.76,6.585,28.7718
1010.9,26.7,77.2,38.88,6.631,28.7491
1011,26.7,76.8,38.88,6.668,28.7823
1011.2,26.7,78.1,45.36,6.672,28.7831
1011.5,26.7,79.3,41.4,6.675,28.7859
1011.6,26.6,78.2,39.96,6.723,28.7864
1011.7,26.5,77.8,38.52,6.734,28.822
1011.9,26.6,78.1,38.52,6.797,28.8276
1012,26.6,78.7,40.32,6.824,28.8965
1012,26.5,76.6,40.32,6.831,28.9383
1012,26.5,78.2,39.96,6.87,28.9561
1012.1,26.6,77.9,36,6.874,29.0079
1012,26.5,77.6,39.96,6.932,29.0343
1012.1,26.6,78.5,39.24,6.942,29.0186
1011.9,26.7,76.4,39.24,6.975,29.0179
1012,26.7,77.4,39.96,6.981,29.035
1011.7,26.8,77.2,43.2,7.008,29.0685
1011.9,26.6,77.8,36,7.025,29.098
1011.8,26.6,77.2,34.92,7.062,29.1132
1011.7,26.7,78.6,39.24,7.059,29.1118
1011.9,26.7,79,39.24,7.118,29.1194
1011.8,26.6,76.2,38.16,7.128,29.1197
1011.8,26.5,78,39.6,7.121,29.1178
1011.9,26.5,76.6,38.88,7.134,29.1142
1012,26.5,78.1,39.96,7.144,29.114
1011.9,26.5,76.6,37.8,7.153,29.1134
1011.9,26.6,76.5,40.68,7.166,29.1162
1011.9,26.5,77.7,38.88,7.158,29.118
1011.6,26.5,77.7,39.96,7.146,29.1251
1011.6,26.5,78.6,38.88,7.144,29.121
1011.5,26.6,79.1,38.88,7.134,29.1201
1011.4,26.4,77.1,40.68,7.165,29.1139
1011.4,26.5,77.1,38.52,7.124,29.1031
1011.3,26.5,78.5,40.68,7.101,29.0869
1011.2,26.5,77.6,37.8,7.093,29.0657
1011.1,26.4,78.4,37.44,7.068,29.0562
1011,26.4,78.2,39.6,7.055,29.0506
1011,26.5,78,36.72,7.007,29.0473
1010.9,26.4,78.1,37.8,7.009,29.0476
1010.8,26.4,78.1,38.88,6.977,29.0488
1010.6,26.5,77,40.32,6.923,29.0484
1010.5,26.4,78.9,38.52,6.895,29.0457
1010.4,26.3,78,37.08,6.855,29.043
1010.3,26.5,77.9,38.88,6.845,29.0392
1010.2,26.4,79.4,38.88,6.781,29.0326
1010.1,26.3,78.2,37.44,6.731,29.0261
1009.9,26.3,76.6,40.32,6.701,29.0263
1009.9,26.3,77.5,40.32,6.657,29.0203
1009.8,26.3,78.5,45,6.616,29.0155
1009.8,26.3,78.1,41.4,6.571,29.009
1009.8,26.2,78.6,41.4,6.528,29.0014
1009.7,26.3,78.2,38.16,6.472,28.9893
1009.7,26.3,79,38.16,6.427,28.9843
1009.5,26.1,77.9,38.16,6.366,28.9833
1009.6,26.2,77.4,40.32,6.33,28.9797
1009.7,26.3,77.8,37.44,6.283,28.9716
1009.7,26.2,79.3,36,6.244,28.9691
1009.5,26.2,78.8,37.8,6.195,28.9691
1009.7,26.3,79.6,38.52,6.153,28.9802
1009.8,26.2,78.5,37.44,6.116,28.9763
1009.8,26.2,78.2,36.72,6.068,28.9796
1009.9,26.2,78.5,34.2,6.021,28.9822
1010,26.2,77.9,33.48,6.008,28.9813
1010,26.2,78.5,34.56,5.958,28.9784
1010.1,26.2,78.2,36.72,5.905,28.9738
1010.2,26.2,78.3,36.36,5.883,28.9719
1010.3,26.2,77.3,34.56,5.855,28.9741
1010.5,26.2,78.2,34.56,5.828,28.977
1010.5,26.3,78.7,32.4,5.785,28.9763
1010.5,26.2,78.5,33.84,5.79,28.9748
1010.7,26.2,79.2,32.4,5.762,28.979
1010.7,26.1,78.7,33.12,5.715,28.981
1010.8,26.2,79.5,32.76,5.708,28.9841
1010.9,26.2,78.8,36.72,5.701,28.9848
1011.1,26.3,79.6,34.92,5.687,28.9846
1011.2,26.3,79.6,33.84,5.673,28.9829
1011.3,26.3,80.1,33.84,5.637,28.9829
1011.3,26.3,79.1,36.36,5.653,28.982
1011.5,26.4,79,36,5.627,28.9797
1011.6,26.3,78.3,36.36,5.619,28.9829
1011.5,26.4,77.2,37.44,5.618,28.982
1011.7,26.5,79.4,34.56,5.622,28.9807
1011.8,26.6,78.6,32.4,5.62,28.976
1011.8,26.8,77.2,42.48,5.612,28.9745
1011.8,26.6,75.6,41.04,5.61,28.9706
